;sample_full;tax_rank;taxid;abundance;Kingdom;Phylum;Class;Order;Family;Genus;Species
32;ProPAaltg2;4;N60685_25506;0.030150007;Bacteria;Planctomycetota;Planctomycetes;NA;NA;NA;NA
33;ProPAaltg3;4;N60685_25506;0.019905822;Bacteria;Planctomycetota;Planctomycetes;NA;NA;NA;NA
34;ProPAaltk1;19;N60685_25506;0.003630014;Bacteria;Planctomycetota;Planctomycetes;NA;NA;NA;NA
35;ProPAaltk2;59;N60685_25506;0;Bacteria;Planctomycetota;Planctomycetes;NA;NA;NA;NA
36;ProPAaltk3;4;N60685_25506;0.031182796;Bacteria;Planctomycetota;Planctomycetes;NA;NA;NA;NA
37;ProPAneug1;7;N60685_25506;0.012438538;Bacteria;Planctomycetota;Planctomycetes;NA;NA;NA;NA
38;ProPAneug2;6;N60685_25506;0.008561038;Bacteria;Planctomycetota;Planctomycetes;NA;NA;NA;NA
39;ProPAneug3;5;N60685_25506;0.0252944;Bacteria;Planctomycetota;Planctomycetes;NA;NA;NA;NA
40;ProPAneuk1;13;N60685_25506;0.001875902;Bacteria;Planctomycetota;Planctomycetes;NA;NA;NA;NA
41;ProPAneuk2;12;N60685_25506;0.001768328;Bacteria;Planctomycetota;Planctomycetes;NA;NA;NA;NA
42;ProPAneuk3;13;N60685_25506;0.001159516;Bacteria;Planctomycetota;Planctomycetes;NA;NA;NA;NA
43;ProPSaltg1;4;N60685_25506;0.036955416;Bacteria;Planctomycetota;Planctomycetes;NA;NA;NA;NA
44;ProPSaltg2;6;N60685_25506;0.009854835;Bacteria;Planctomycetota;Planctomycetes;NA;NA;NA;NA
45;ProPSaltg3;7;N60685_25506;0.004812099;Bacteria;Planctomycetota;Planctomycetes;NA;NA;NA;NA
46;ProPSaltk1;11;N60685_25506;0.00231786;Bacteria;Planctomycetota;Planctomycetes;NA;NA;NA;NA
47;ProPSaltk2;12;N60685_25506;0.001959549;Bacteria;Planctomycetota;Planctomycetes;NA;NA;NA;NA
48;ProPSaltk3;8;N60685_25506;0.006016652;Bacteria;Planctomycetota;Planctomycetes;NA;NA;NA;NA
49;ProPSneug1;7;N60685_25506;0.007761793;Bacteria;Planctomycetota;Planctomycetes;NA;NA;NA;NA
50;ProPSneug2;8;N60685_25506;0.006268237;Bacteria;Planctomycetota;Planctomycetes;NA;NA;NA;NA
51;ProPSneug3;10;N60685_25506;0.008082208;Bacteria;Planctomycetota;Planctomycetes;NA;NA;NA;NA
52;ProPSneuk1;8;N60685_25506;0.007994004;Bacteria;Planctomycetota;Planctomycetes;NA;NA;NA;NA
53;ProPSneuk2;16;N60685_25506;0.000898594;Bacteria;Planctomycetota;Planctomycetes;NA;NA;NA;NA
54;ProPSneuk3;16;N60685_25506;0.000571755;Bacteria;Planctomycetota;Planctomycetes;NA;NA;NA;NA
55;ProCg1;14;N24345_1716;0.003883979;Bacteria;Verrucomicrobiota;Kiritimatiellae;NA;NA;NA;NA
56;ProCg2;15;N24345_1716;0.003987241;Bacteria;Verrucomicrobiota;Kiritimatiellae;NA;NA;NA;NA
57;ProCg3;17;N24345_1716;0.004095004;Bacteria;Verrucomicrobiota;Kiritimatiellae;NA;NA;NA;NA
58;ProCk2;18;N24345_1716;0.006075821;Bacteria;Verrucomicrobiota;Kiritimatiellae;NA;NA;NA;NA
59;ProLAneug1;21;N24345_1716;0.000383289;Bacteria;Verrucomicrobiota;Kiritimatiellae;NA;NA;NA;NA
60;ProLAneuk3;16;N24345_1716;0.000331053;Bacteria;Verrucomicrobiota;Kiritimatiellae;NA;NA;NA;NA
61;ProPAaltk2;30;N24345_1716;0;Bacteria;Verrucomicrobiota;Kiritimatiellae;NA;NA;NA;NA
62;ProPSaltk1;17;N24345_1716;0.000501159;Bacteria;Verrucomicrobiota;Kiritimatiellae;NA;NA;NA;NA
63;ProPSneug2;20;N24345_1716;0.000648438;Bacteria;Verrucomicrobiota;Kiritimatiellae;NA;NA;NA;NA
64;ProLAaltg1;8;N12526_1578;0.003601935;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
65;ProLAaltg2;11;N12526_1578;0.001391097;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
66;ProLAaltg3;7;N12526_1578;0.012357217;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
67;ProLAaltk1;10;N12526_1578;0.00189644;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
68;ProLAaltk2;18;N12526_1578;0.0014862;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
69;ProLAaltk3;13;N12526_1578;0.003021106;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
70;ProLAneug2;6;N12526_1578;0.008261676;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
71;ProLAneug3;6;N12526_1578;0.014229249;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
72;ProLAneuk1;13;N12526_1578;0.000835422;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
73;ProLAneuk3;17;N12526_1578;0.000275877;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
74;ProLFaltg1;18;N12526_1578;0.000866051;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
75;ProLFaltg2;11;N12526_1578;0.003816794;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
76;ProLFaltg3;10;N12526_1578;0.001220887;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
77;ProLFaltk3;7;N12526_1578;0.007881141;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
78;ProLFneug1;10;N12526_1578;0.001442489;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
79;ProLFneug3;7;N12526_1578;0.001683319;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
80;ProLFneuk1;16;N12526_1578;0.000272232;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
81;ProLFneuk2;7;N12526_1578;0.003144692;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
82;ProLFneuk3;14;N12526_1578;0.000983784;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
83;ProPAaltg1;14;N12526_1578;0.002018278;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
84;ProPAaltg2;12;N12526_1578;0.005643844;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
85;ProPAaltg3;10;N12526_1578;0.00577911;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
86;ProPAaltk2;16;N12526_1578;0;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
87;ProPAaltk3;19;N12526_1578;0.00085389;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
88;ProPAneug1;13;N12526_1578;0.0030299;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
89;ProPAneug2;13;N12526_1578;0.001319558;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
90;ProPAneug3;12;N12526_1578;0.001502043;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
91;ProPAneuk1;8;N12526_1578;0.006349206;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
92;ProPAneuk2;17;N12526_1578;0.000447408;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
93;ProPAneuk3;10;N12526_1578;0.002484678;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
94;ProPSaltg1;11;N12526_1578;0.005170368;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
95;ProPSaltg2;14;N12526_1578;0.001063177;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
96;ProPSaltg3;5;N12526_1578;0.005499542;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
97;ProPSaltk1;10;N12526_1578;0.002380505;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
98;ProPSaltk3;14;N12526_1578;0.003079229;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
99;ProPSneug1;12;N12526_1578;0.003747073;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
100;ProPSneug2;4;N12526_1578;0.024802767;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
101;ProPSneug3;7;N12526_1578;0.015125274;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
102;ProPSneuk2;12;N12526_1578;0.002156625;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
103;ProPSneuk3;11;N12526_1578;0.001633587;Bacteria;Acidobacteriota;Holophagae;NA;NA;NA;NA
104;ProCg2;18;N22467_2379;0.002278423;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
105;ProCk1;16;N22467_2379;0.007094211;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
106;ProCk2;13;N22467_2379;0.008972607;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
107;ProCk3;18;N22467_2379;0.004719455;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
108;ProLAaltg2;15;N22467_2379;0.000596184;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
109;ProLAaltk1;6;N22467_2379;0.005377248;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
110;ProLAaltk2;12;N22467_2379;0.003821656;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
111;ProLAaltk3;8;N22467_2379;0.004412219;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
112;ProLAneug2;15;N22467_2379;0.001011634;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
113;ProLAneug3;18;N22467_2379;0.000837015;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
114;ProLAneuk1;14;N22467_2379;0.000835422;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
115;ProLAneuk2;15;N22467_2379;0.000178508;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
116;ProLAneuk3;18;N22467_2379;0.000165526;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
117;ProLFaltg3;19;N22467_2379;9.39E-05;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
118;ProLFaltk1;9;N22467_2379;0.008689932;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
119;ProLFaltk2;11;N22467_2379;0.002852306;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
120;ProLFaltk3;9;N22467_2379;0.004105977;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
121;ProLFneug2;19;N22467_2379;0.000129894;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
122;ProLFneuk1;20;N22467_2379;0.00015124;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
123;ProLFneuk3;19;N22467_2379;0.000281081;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
124;ProPAaltg1;9;N22467_2379;0.006848538;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
125;ProPAaltg2;13;N22467_2379;0.003564533;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
126;ProPAaltg3;13;N22467_2379;0.002568493;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
127;ProPAaltk1;5;N22467_2379;0.030648348;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
128;ProPAaltk2;26;N22467_2379;0;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
129;ProPAaltk3;9;N22467_2379;0.0100253;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
130;ProPAneug1;17;N22467_2379;0.000877076;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
131;ProPAneuk1;9;N22467_2379;0.006060606;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
132;ProPAneuk2;14;N22467_2379;0.001001342;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
133;ProPAneuk3;14;N22467_2379;0.000828226;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
134;ProPSaltg1;15;N22467_2379;0.001949483;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
135;ProPSaltg2;19;N22467_2379;0.000654263;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
136;ProPSaltg3;17;N22467_2379;0.000641613;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
137;ProPSaltk1;7;N22467_2379;0.003883982;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
138;ProPSaltk2;8;N22467_2379;0.004968857;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
139;ProPSaltk3;9;N22467_2379;0.005915362;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
140;ProPSneug1;15;N22467_2379;0.0016728;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
141;ProPSneuk1;9;N22467_2379;0.003872096;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
142;ProPSneuk2;10;N22467_2379;0.003234937;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
143;ProPSneuk3;10;N22467_2379;0.001878625;Bacteria;Bacteroidota;Kapabacteria;NA;NA;NA;NA
144;ProCg1;20;N68832_1250;0.001300599;Bacteria;Cyanobacteria;Cyanobacteriia;NA;NA;NA;NA
145;ProCg2;16;N68832_1250;0.003075871;Bacteria;Cyanobacteria;Cyanobacteriia;NA;NA;NA;NA
146;ProCg3;20;N68832_1250;0.003276003;Bacteria;Cyanobacteria;Cyanobacteriia;NA;NA;NA;NA
147;ProCk2;19;N68832_1250;0.005689583;Bacteria;Cyanobacteria;Cyanobacteriia;NA;NA;NA;NA
148;ProLAneug3;14;N68832_1250;0.001441525;Bacteria;Cyanobacteria;Cyanobacteriia;NA;NA;NA;NA
149;ProLFneug1;17;N68832_1250;0.000177537;Bacteria;Cyanobacteria;Cyanobacteriia;NA;NA;NA;NA
150;ProLFneug2;16;N68832_1250;0.000181851;Bacteria;Cyanobacteria;Cyanobacteriia;NA;NA;NA;NA
151;ProLFneug3;20;N68832_1250;0.000108601;Bacteria;Cyanobacteria;Cyanobacteriia;NA;NA;NA;NA
152;ProPAaltg3;21;N68832_1250;0.000749144;Bacteria;Cyanobacteria;Cyanobacteriia;NA;NA;NA;NA
153;ProPAaltk2;66;N68832_1250;0;Bacteria;Cyanobacteria;Cyanobacteriia;NA;NA;NA;NA
154;ProPSaltk3;16;N68832_1250;0.00137755;Bacteria;Cyanobacteria;Cyanobacteriia;NA;NA;NA;NA
155;ProPAaltg1;20;N739_767;0.001201896;Bacteria;Planctomycetota;BD7-11;NA;NA;NA;NA
156;ProPAaltg2;20;N739_767;0.00113867;Bacteria;Planctomycetota;BD7-11;NA;NA;NA;NA
157;ProPAaltk2;12;N739_767;0.002832861;Bacteria;Planctomycetota;BD7-11;NA;NA;NA;NA
158;ProPAaltk3;18;N739_767;0.001012018;Bacteria;Planctomycetota;BD7-11;NA;NA;NA;NA
159;ProCg1;16;N56193_1135;0.002267139;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
160;ProCg3;15;N56193_1135;0.004709255;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
161;ProCk1;15;N56193_1135;0.008654938;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
162;ProCk2;10;N56193_1135;0.014424505;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
163;ProCk3;14;N56193_1135;0.007341374;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
164;ProLAaltg1;12;N56193_1135;0.001852424;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
165;ProLAaltg2;20;N56193_1135;0.000198728;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
166;ProLAaltg3;17;N56193_1135;0.001557632;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
167;ProLAaltk1;21;N56193_1135;0.000264061;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
168;ProLAaltk2;14;N56193_1135;0.003099788;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
169;ProLAaltk3;18;N56193_1135;0.000618273;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
170;ProLAneug1;11;N56193_1135;0.003066309;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
171;ProLAneug2;14;N56193_1135;0.001180239;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
172;ProLAneug3;13;N56193_1135;0.001674029;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
173;ProLAneuk1;10;N56193_1135;0.003341688;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
174;ProLAneuk2;20;N56193_1135;8.93E-05;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
175;ProLAneuk3;10;N56193_1135;0.001986316;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
176;ProLFaltg1;12;N56193_1135;0.002117013;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
177;ProLFaltg3;15;N56193_1135;0.000281743;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
178;ProLFaltk1;13;N56193_1135;0.002737488;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
179;ProLFaltk3;16;N56193_1135;0.000739465;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
180;ProLFneug1;13;N56193_1135;0.000421651;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
181;ProLFneug2;10;N56193_1135;0.000571532;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
182;ProLFneug3;17;N56193_1135;0.000108601;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
183;ProLFneuk1;14;N56193_1135;0.000483969;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
184;ProLFneuk2;17;N56193_1135;0.000469897;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
185;ProLFneuk3;15;N56193_1135;0.000724324;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
186;ProPAaltg1;15;N56193_1135;0.002018278;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
187;ProPAaltg2;17;N56193_1135;0.0013367;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
188;ProPAaltk1;20;N56193_1135;0.003262418;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
189;ProPAaltk2;52;N56193_1135;0;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
190;ProPAaltk3;16;N56193_1135;0.001106894;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
191;ProPAneug1;9;N56193_1135;0.003800664;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
192;ProPAneug2;14;N56193_1135;0.000997715;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
193;ProPAneug3;11;N56193_1135;0.002703677;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
194;ProPAneuk1;19;N56193_1135;0.000865801;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
195;ProPAneuk2;13;N56193_1135;0.001193089;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
196;ProPAneuk3;18;N56193_1135;0.00033129;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
197;ProPSaltg1;14;N56193_1135;0.002458044;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
198;ProPSaltg2;18;N56193_1135;0.000736046;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
199;ProPSaltg3;20;N56193_1135;0.000504125;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
200;ProPSaltk1;21;N56193_1135;0.000375869;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
201;ProPSaltk2;17;N56193_1135;0.000909791;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
202;ProPSaltk3;17;N56193_1135;0.000992646;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
203;ProPSneug1;20;N56193_1135;0.000736032;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
204;ProPSneug2;17;N56193_1135;0.000972658;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
205;ProPSneug3;15;N56193_1135;0.002193742;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
206;ProPSneuk1;17;N56193_1135;0.00137397;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
207;ProPSneuk2;20;N56193_1135;0.000269578;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
208;ProPSneuk3;9;N56193_1135;0.002205342;Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;NA
209;ProPAaltk2;47;N51257_91;0;Bacteria;SAR324 clade(Marine group B);SAR324 clade(Marine group B)_unclassified;NA;NA;NA;NA
210;ProLAaltk2;20;N10311_387;0.000552017;Bacteria;Planctomycetota;Pla4 lineage;NA;NA;NA;NA
211;ProLFaltg1;15;N10311_387;0.000962279;Bacteria;Planctomycetota;Pla4 lineage;NA;NA;NA;NA
212;ProPAaltk2;13;N10311_387;0;Bacteria;Planctomycetota;Pla4 lineage;NA;NA;NA;NA
213;ProPSaltk1;18;N10311_387;0.000375869;Bacteria;Planctomycetota;Pla4 lineage;NA;NA;NA;NA
214;ProCg1;8;N54361_1855;0.010088548;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
215;ProCg2;12;N54361_1855;0.007518797;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
216;ProCg3;8;N54361_1855;0.014742015;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
217;ProCk1;17;N54361_1855;0.006242906;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
218;ProCk2;17;N54361_1855;0.006150098;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
219;ProLAaltg1;14;N54361_1855;0.000514562;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
220;ProLAaltg3;11;N54361_1855;0.007061267;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
221;ProLAaltk1;16;N54361_1855;0.000480111;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
222;ProLAaltk2;8;N54361_1855;0.009681529;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
223;ProLAaltk3;9;N54361_1855;0.003878256;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
224;ProLAneug1;17;N54361_1855;0.000574933;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
225;ProLAneug2;19;N54361_1855;0.000674423;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
226;ProLAneug3;11;N54361_1855;0.004185073;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
227;ProLAneuk2;5;N54361_1855;0.007051053;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
228;ProLAneuk3;19;N54361_1855;0.000165526;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
229;ProLFaltg1;19;N54361_1855;0.000866051;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
230;ProLFaltg3;20;N54361_1855;9.39E-05;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
231;ProLFaltk2;14;N54361_1855;0.002017485;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
232;ProLFneug2;9;N54361_1855;0.00103915;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
233;ProLFneug3;15;N54361_1855;0.000217202;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
